Material_ID,Material_Type,Product_Category,Strength_MPa,Weight_Capacity_kg,Biodegradability_Score,CO2_Emission_Score_kg,Recyclability_Percentage,Source,Certification,Price_INR,Availability_Status
MAT07542,Organic Cotton,Kitchen Utensils,171.1,79.56,38.1,6.95,77.0,Supplier A,FSC,2777.18,Low Stock
MAT07543,Organic Cotton,Flooring,438.42,24.74,77.9,8.27,16.0,Supplier B,FSC,2496.64,Low Stock
MAT07544,Recycled Aluminum,Cosmetics,297.3,44.69,58.1,14.25,20.8,Supplier B,ISO 14001,370.18,Pre-Order
MAT07545,Certified Wood,Office Supplies,161.21,9.07,64.3,6.36,58.0,Supplier C,EcoCert,2901.68,In Stock
MAT07546,Wool,Insulation,232.17,90.61,62.9,3.53,68.4,Supplier A,EcoCert,930.43,Pre-Order
MAT07547,Hemp Fiber,Coatings,18.9,75.21,92.5,1.76,70.6,Supplier B,ISO 14001,1120.5,Pre-Order
MAT07548,Cork,Sports Equipment,459.52,85.59,50.2,3.18,50.3,Supplier D,FSC,2514.9,In Stock
MAT07549,Sustainable Bamboo,Electronics,300.79,82.63,24.7,4.77,83.0,Supplier A,FSC,1785.33,In Stock
MAT07550,Jute,Automotive,282.95,68.97,78.9,5.85,78.6,Supplier C,EcoCert,413.34,Pre-Order
MAT07551,Bioplastic,Sports Equipment,241.49,57.35,47.9,9.84,65.3,Supplier A,FSC,3561.53,Pre-Order
MAT07552,Corn Plastic,Sports Equipment,450.79,42.66,62.0,11.98,13.9,Supplier B,EcoCert,2856.86,Pre-Order
MAT07553,Recycled Copper,Adhesives,381.66,44.02,34.2,0.8,6.8,Supplier C,ISO 14001,1984.53,In Stock
MAT07554,Algae-based Material,Furniture,362.76,92.53,25.7,6.91,66.8,Supplier B,GOTS,1671.62,In Stock
MAT07555,Wool,Insulation,95.71,69.68,20.8,10.88,49.4,Supplier B,ISO 14001,2856.86,In Stock
MAT07556,Recycled Aluminum,Construction,138.99,67.6,87.9,4.55,51.0,Supplier C,ISO 14001,2280.01,Pre-Order
MAT07557,Cork,Furniture,182.75,47.26,22.5,10.35,68.2,Supplier E,ISO 14001,3373.95,In Stock
MAT07558,Mycelium Leather,Kitchen Utensils,119.38,28.39,94.6,7.28,93.5,Supplier E,EcoCert,855.73,Low Stock
MAT07559,Algae-based Material,Electronics,311.32,66.0,48.9,13.67,46.4,Supplier E,EcoCert,1295.63,Pre-Order
MAT07560,Jute,Construction,72.35,99.5,62.9,6.59,24.5,Supplier B,None,4135.06,Pre-Order
MAT07561,Bioplastic,Household Items,41.26,37.86,39.9,9.03,76.6,Supplier A,FSC,895.57,Pre-Order
MAT07562,Cellulose,Food Packaging,44.35,40.02,81.1,5.84,10.6,Supplier C,Cradle to Cradle,444.88,Low Stock
MAT07563,Cork Composite,Automotive,128.98,28.87,98.9,6.74,62.6,Supplier E,EcoCert,1291.48,Pre-Order
MAT07564,Seaweed Polymer,Footwear,319.99,90.99,83.9,0.61,24.0,Supplier D,EcoCert,242.36,Pre-Order
MAT07565,Recycled Paper,Textiles,167.17,14.3,83.6,6.39,3.8,Supplier A,FSC,3354.86,In Stock
MAT07566,Recycled PET,Home Decor,439.6,50.61,52.7,10.15,99.7,Supplier E,None,3470.23,Low Stock
MAT07567,Hemp Fiber,Construction,410.31,18.15,70.0,2.28,26.0,Supplier C,None,3042.78,Low Stock
MAT07568,Linen,Accessories,327.77,26.26,89.5,9.17,77.3,Supplier B,Cradle to Cradle,442.39,In Stock
MAT07569,Recycled Paper,Sports Equipment,67.65,23.14,85.2,10.87,66.7,Supplier A,Cradle to Cradle,2026.86,In Stock
MAT07570,Bioplastic,Flooring,422.8,87.11,78.2,14.08,64.1,Supplier A,Cradle to Cradle,2353.05,Low Stock
MAT07571,Cellulose,Adhesives,491.21,96.28,41.4,1.77,33.0,Supplier D,Cradle to Cradle,3818.0,Pre-Order
MAT07572,Bio-based Polymer,Household Items,72.75,45.6,41.9,1.0,64.0,Supplier E,GOTS,1930.58,In Stock
MAT07573,Cellulose,Toys,68.07,46.37,73.6,3.29,84.4,Supplier D,GOTS,3674.41,Pre-Order
MAT07574,Jute,Toys,375.67,12.13,86.2,6.49,93.2,Supplier B,Cradle to Cradle,2454.31,In Stock
MAT07575,Recycled PET,Bags & Luggage,449.3,60.19,20.9,7.76,62.7,Supplier A,ISO 14001,2068.36,In Stock
MAT07576,Certified Wood,Textiles,463.56,56.03,33.7,2.11,90.0,Supplier C,FSC,346.11,In Stock
MAT07577,Mycelium Leather,Footwear,43.85,87.06,81.8,14.4,17.2,Supplier B,EcoCert,298.8,In Stock
MAT07578,Sustainable Bamboo,Sports Equipment,22.17,88.27,94.4,2.66,52.8,Supplier B,Cradle to Cradle,3962.42,In Stock
MAT07579,Recycled Copper,Coatings,368.07,87.3,94.1,14.0,24.5,Supplier B,FSC,757.79,Pre-Order
MAT07580,Recycled Paper,Electronics,84.91,21.17,63.4,5.18,12.0,Supplier A,Cradle to Cradle,1232.55,In Stock
MAT07581,Recycled Metal,Household Items,55.98,95.95,79.4,6.37,2.2,Supplier E,None,1236.7,Pre-Order
MAT07582,Mushroom Composite,Automotive,132.81,69.39,68.7,9.72,96.5,Supplier B,Cradle to Cradle,2524.03,Low Stock
MAT07583,Recycled Aluminum,Coatings,294.89,82.91,85.7,13.51,4.7,Supplier B,ISO 14001,4030.48,Pre-Order
MAT07584,Bio-based Polymer,Sports Equipment,363.65,99.68,30.6,8.49,82.0,Supplier B,None,2629.44,Low Stock
MAT07585,Cork,Adhesives,267.66,70.12,59.2,5.09,44.4,Supplier B,Cradle to Cradle,374.33,Pre-Order
MAT07586,Mycelium Leather,Coatings,27.68,92.97,92.8,5.49,29.3,Supplier A,Cradle to Cradle,733.72,Low Stock
MAT07587,Bioplastic,Accessories,67.66,98.81,61.5,11.53,53.2,Supplier D,EcoCert,3896.85,In Stock
MAT07588,Linen,Bags & Luggage,485.95,84.24,44.3,7.04,26.4,Supplier C,GOTS,2391.23,In Stock
MAT07589,Cork,Construction,124.33,38.73,93.1,6.54,83.6,Supplier A,None,891.42,Pre-Order
MAT07590,Algae-based Material,Cosmetics,302.68,46.66,74.8,3.29,70.4,Supplier C,GOTS,1209.31,In Stock
MAT07591,Cork Composite,Electronics,133.38,77.98,42.4,10.01,5.9,Supplier D,FSC,828.34,Pre-Order
MAT07592,Cellulose,Flooring,309.45,2.22,56.1,5.99,11.4,Supplier E,Cradle to Cradle,645.74,Pre-Order
MAT07593,Linen,Accessories,333.48,66.74,68.8,4.71,4.2,Supplier B,FSC,3399.68,In Stock
MAT07594,Flax Fiber,Automotive,440.09,87.1,81.6,8.61,55.7,Supplier C,ISO 14001,1833.47,In Stock
MAT07595,Cardboard,Electronics,423.57,49.42,76.9,7.5,63.3,Supplier B,EcoCert,3236.17,In Stock
MAT07596,Recycled Paper,Food Packaging,14.15,4.74,67.0,12.7,10.9,Supplier A,EcoCert,2393.72,In Stock
MAT07597,Corn Plastic,Insulation,444.22,12.12,96.7,0.55,85.2,Supplier E,Cradle to Cradle,2333.13,Pre-Order
MAT07598,Organic Cotton,Bags & Luggage,66.13,29.74,57.2,8.92,16.1,Supplier A,ISO 14001,1628.46,Low Stock
MAT07599,Bio-based Polymer,Footwear,433.99,59.87,93.8,13.5,36.8,Supplier D,ISO 14001,1050.78,Pre-Order
MAT07600,Cardboard,Adhesives,53.74,66.63,32.7,14.2,92.0,Supplier A,GOTS,3131.59,Pre-Order
MAT07601,Wool,Furniture,473.43,71.16,38.1,1.41,37.5,Supplier D,GOTS,2278.35,Low Stock
MAT07602,Mycelium Leather,Coatings,208.55,18.98,87.5,14.96,92.3,Supplier A,GOTS,1727.23,Low Stock
MAT07603,Bio-based Polymer,Coatings,135.6,27.43,34.7,0.84,61.5,Supplier C,FSC,224.1,In Stock
MAT07604,Recycled Paper,Cosmetics,222.61,7.0,55.3,0.88,43.1,Supplier C,None,2753.11,In Stock
MAT07605,Biodegradable Plastic,Automotive,143.79,94.93,92.4,9.43,92.6,Supplier A,GOTS,290.5,Low Stock
MAT07606,Corn Plastic,Automotive,110.38,77.68,60.0,1.58,12.1,Supplier A,FSC,2357.2,Low Stock
MAT07607,Bio-based Polymer,Insulation,323.08,12.12,26.7,4.55,73.4,Supplier E,ISO 14001,1126.31,Low Stock
MAT07608,Hemp Fiber,Toys,294.21,65.64,70.8,8.75,71.8,Supplier C,Cradle to Cradle,2789.63,In Stock
MAT07609,Algae-based Material,Kitchen Utensils,199.58,30.92,86.8,8.07,10.2,Supplier E,FSC,673.96,Low Stock
MAT07610,Organic Cotton,Furniture,429.04,15.11,38.7,4.73,11.8,Supplier B,None,502.98,Pre-Order
MAT07611,Natural Rubber,Adhesives,122.22,59.68,90.2,4.36,92.4,Supplier C,GOTS,278.88,Pre-Order
MAT07612,Linen,Accessories,346.15,9.59,34.6,0.8,86.1,Supplier D,None,3597.22,In Stock
MAT07613,Jute,Insulation,420.8,10.38,23.4,13.96,77.5,Supplier D,Cradle to Cradle,1349.58,In Stock
MAT07614,Cellulose,Kitchen Utensils,484.99,60.52,87.0,14.57,56.3,Supplier B,EcoCert,2892.55,Low Stock
MAT07615,Cardboard,Footwear,116.92,20.6,77.1,9.82,55.3,Supplier E,GOTS,2575.49,In Stock
MAT07616,Natural Rubber,Insulation,260.77,31.38,72.5,10.53,35.6,Supplier C,EcoCert,1578.66,In Stock
MAT07617,Hemp Fiber,Textiles,394.43,22.86,79.7,12.14,6.5,Supplier A,FSC,3067.68,Low Stock
MAT07618,Recycled Metal,Cosmetics,158.3,51.13,73.0,14.67,7.6,Supplier A,EcoCert,1231.72,In Stock
MAT07619,Cellulose,Sports Equipment,73.16,90.51,95.3,11.72,89.1,Supplier C,Cradle to Cradle,582.66,In Stock
MAT07620,Jute,Home Decor,157.79,33.04,61.1,6.65,39.3,Supplier E,None,3431.22,Pre-Order
MAT07621,Mycelium Leather,Office Supplies,449.9,11.18,53.9,8.31,81.5,Supplier C,FSC,2096.58,Low Stock
MAT07622,Recycled Glass,Insulation,469.54,41.02,71.6,12.81,73.8,Supplier C,ISO 14001,3295.1,Pre-Order
MAT07623,Certified Wood,Bags & Luggage,64.41,5.85,70.6,11.83,91.9,Supplier B,ISO 14001,3602.2,Low Stock
MAT07624,Wool,Textiles,179.89,48.36,24.9,5.13,53.7,Supplier A,FSC,4002.26,Pre-Order
MAT07625,Recycled PET,Textiles,110.82,11.98,92.7,8.99,63.9,Supplier D,ISO 14001,3785.63,In Stock
MAT07626,Recycled Paper,Furniture,215.2,39.16,54.5,14.25,43.4,Supplier D,EcoCert,771.07,Pre-Order
MAT07627,Algae-based Material,Cosmetics,382.96,58.82,77.0,10.23,42.9,Supplier A,Cradle to Cradle,4012.22,Pre-Order
MAT07628,Cellulose,Bags & Luggage,476.96,65.32,77.4,8.74,10.8,Supplier C,FSC,873.99,Low Stock
MAT07629,Flax Fiber,Bags & Luggage,336.21,61.17,28.1,12.17,10.4,Supplier D,GOTS,951.18,Low Stock
MAT07630,Cork Composite,Accessories,384.23,38.74,37.7,14.79,83.9,Supplier C,None,191.73,Low Stock
MAT07631,Cork Composite,Automotive,434.79,5.28,80.3,3.44,0.3,Supplier D,EcoCert,3475.21,Pre-Order
MAT07632,Recycled Copper,Flooring,346.06,55.24,82.8,3.84,8.7,Supplier B,None,2525.69,Pre-Order
MAT07633,Jute,Kitchen Utensils,209.82,26.29,86.2,4.48,65.8,Supplier A,EcoCert,3857.84,In Stock
MAT07634,Cardboard,Food Packaging,197.22,87.2,70.0,7.75,97.4,Supplier D,None,1392.74,In Stock
MAT07635,Cork,Construction,17.09,75.73,91.3,10.11,2.2,Supplier A,GOTS,2651.85,Low Stock
MAT07636,Recycled Metal,Home Decor,308.14,70.32,60.6,11.74,69.8,Supplier B,ISO 14001,571.04,In Stock
MAT07637,Natural Rubber,Adhesives,251.49,2.31,98.5,3.2,26.1,Supplier B,None,1284.01,In Stock
MAT07638,Linen,Electronics,352.56,32.59,59.2,14.78,17.9,Supplier A,Cradle to Cradle,838.3,In Stock
MAT07639,Bio-based Polymer,Accessories,367.35,6.2,91.6,14.9,95.9,Supplier C,ISO 14001,3462.76,Pre-Order
MAT07640,Cork,Household Items,122.36,38.31,60.8,11.74,99.2,Supplier C,EcoCert,2448.5,In Stock
MAT07641,Cork,Electronics,202.19,41.53,88.8,6.25,57.8,Supplier A,None,244.85,Pre-Order
MAT07642,Bioplastic,Food Packaging,131.33,67.72,45.6,5.3,80.5,Supplier D,ISO 14001,4138.38,In Stock
MAT07643,Mycelium Leather,Automotive,282.65,23.88,97.5,12.76,27.0,Supplier C,Cradle to Cradle,3437.03,In Stock
MAT07644,Recycled Glass,Automotive,247.78,72.93,20.9,1.67,82.0,Supplier C,GOTS,2569.68,In Stock
MAT07645,Recycled Glass,Adhesives,437.64,75.93,99.7,9.84,8.9,Supplier C,FSC,762.77,Low Stock
MAT07646,Seaweed Polymer,Sports Equipment,324.47,96.4,51.6,3.01,24.1,Supplier D,None,702.18,Pre-Order
MAT07647,Jute,Construction,190.05,84.06,57.4,2.57,39.6,Supplier A,GOTS,2827.81,Low Stock
MAT07648,Certified Wood,Coatings,15.47,51.79,72.8,3.49,1.5,Supplier C,Cradle to Cradle,3578.13,Pre-Order
MAT07649,Mycelium Leather,Furniture,38.15,45.62,94.9,14.12,50.2,Supplier B,ISO 14001,2765.56,Pre-Order
MAT07650,Cardboard,Office Supplies,256.15,99.4,57.5,7.77,71.1,Supplier A,ISO 14001,3495.13,Pre-Order
MAT07651,Bio-based Polymer,Construction,208.7,62.58,48.3,14.2,60.8,Supplier D,FSC,3532.48,Pre-Order
MAT07652,Cork Composite,Footwear,158.14,3.58,33.9,0.82,20.1,Supplier C,Cradle to Cradle,1846.75,In Stock
MAT07653,Seaweed Polymer,Construction,284.32,36.07,36.6,14.74,87.7,Supplier E,ISO 14001,2182.07,In Stock
MAT07654,Cork,Sports Equipment,402.07,82.1,44.7,8.67,49.5,Supplier B,ISO 14001,3016.22,Low Stock
MAT07655,Bio-based Polymer,Bags & Luggage,138.64,69.56,79.0,3.13,9.9,Supplier E,ISO 14001,3280.16,Low Stock
MAT07656,Natural Rubber,Toys,394.86,58.78,33.6,6.68,35.6,Supplier C,Cradle to Cradle,2403.68,Pre-Order
MAT07657,Biodegradable Plastic,Kitchen Utensils,345.89,12.46,89.3,12.3,93.4,Supplier E,None,2856.86,Pre-Order
MAT07658,Certified Wood,Coatings,37.62,23.36,41.0,12.04,77.0,Supplier E,Cradle to Cradle,510.45,Low Stock
MAT07659,Recycled Paper,Office Supplies,131.07,87.72,71.6,9.49,62.1,Supplier A,ISO 14001,366.03,Pre-Order
MAT07660,Recycled PET,Footwear,40.24,88.07,39.2,14.24,21.7,Supplier A,EcoCert,4143.36,In Stock
MAT07661,Corn Plastic,Adhesives,108.08,21.83,27.2,6.55,51.4,Supplier E,EcoCert,1122.99,Pre-Order
MAT07662,Natural Rubber,Adhesives,42.3,26.27,50.7,4.03,39.3,Supplier D,FSC,3995.62,Pre-Order
MAT07663,Sustainable Bamboo,Insulation,291.58,5.17,29.4,10.64,88.8,Supplier B,ISO 14001,1099.75,Pre-Order
MAT07664,Recycled Aluminum,Home Decor,70.74,64.62,25.1,7.6,20.5,Supplier E,Cradle to Cradle,3745.79,In Stock
MAT07665,Recycled PET,Cosmetics,232.81,73.7,45.0,5.81,78.4,Supplier C,None,2096.58,Low Stock
MAT07666,Mushroom Composite,Sports Equipment,278.82,30.18,59.2,14.04,98.1,Supplier A,ISO 14001,2446.84,Pre-Order
MAT07667,Cork,Insulation,397.51,53.78,66.1,10.24,46.1,Supplier A,FSC,451.52,Pre-Order
MAT07668,Bio-based Polymer,Cosmetics,67.63,49.29,79.3,8.92,29.4,Supplier D,ISO 14001,1665.81,Low Stock
MAT07669,Wool,Kitchen Utensils,293.73,46.15,65.3,13.24,58.1,Supplier C,EcoCert,1725.57,In Stock
MAT07670,Hemp Fiber,Accessories,368.43,95.49,67.2,5.65,85.8,Supplier A,None,1276.54,Pre-Order
MAT07671,Biodegradable Plastic,Home Decor,375.64,33.68,22.2,2.44,10.9,Supplier B,ISO 14001,3036.14,Pre-Order
MAT07672,Jute,Sports Equipment,181.05,56.28,67.5,9.0,91.9,Supplier A,FSC,2651.02,Low Stock
MAT07673,Wool,Household Items,32.06,58.28,86.2,6.78,48.7,Supplier E,None,3475.21,In Stock
MAT07674,Cork,Automotive,196.05,13.12,21.9,10.23,54.0,Supplier C,Cradle to Cradle,2191.2,In Stock
MAT07675,Recycled Aluminum,Textiles,420.24,37.72,45.7,3.01,58.8,Supplier D,None,3192.18,In Stock
MAT07676,Cork,Electronics,272.52,76.93,57.0,10.8,1.7,Supplier D,ISO 14001,3918.43,In Stock
MAT07677,Mycelium Leather,Construction,493.89,31.56,26.1,6.21,68.7,Supplier A,Cradle to Cradle,3534.97,In Stock
MAT07678,Cardboard,Coatings,288.77,63.89,43.5,10.53,27.8,Supplier A,ISO 14001,3326.64,Pre-Order
MAT07679,Mushroom Composite,Coatings,411.44,58.18,33.9,6.65,89.2,Supplier E,FSC,3222.89,Pre-Order
MAT07680,Cellulose,Office Supplies,230.42,6.56,72.4,5.83,99.3,Supplier B,None,320.38,In Stock
MAT07681,Recycled Aluminum,Bags & Luggage,380.2,91.1,59.3,3.74,59.0,Supplier C,None,3963.25,Low Stock
MAT07682,Cork,Household Items,67.58,39.49,58.4,13.38,52.2,Supplier E,EcoCert,1733.04,In Stock
MAT07683,Jute,Insulation,385.74,13.27,68.0,3.21,58.6,Supplier D,None,2275.86,In Stock
MAT07684,Recycled Glass,Kitchen Utensils,227.97,26.49,47.7,4.84,79.5,Supplier B,GOTS,3651.17,Pre-Order
MAT07685,Recycled Glass,Textiles,310.06,9.7,64.3,14.87,58.0,Supplier E,GOTS,1376.14,In Stock
MAT07686,Cork Composite,Food Packaging,448.8,26.6,24.5,5.37,60.2,Supplier C,Cradle to Cradle,826.68,Low Stock
MAT07687,Recycled Metal,Automotive,233.02,8.79,31.1,6.58,54.9,Supplier A,None,2014.41,In Stock
MAT07688,Recycled Aluminum,Office Supplies,234.14,51.78,91.4,13.41,52.8,Supplier E,ISO 14001,2989.66,Low Stock
MAT07689,Recycled Aluminum,Toys,464.91,77.67,35.9,2.37,50.7,Supplier E,None,2192.03,Pre-Order
MAT07690,Bioplastic,Cosmetics,345.73,99.63,32.1,14.15,97.0,Supplier E,None,4027.16,Pre-Order
MAT07691,Organic Cotton,Home Decor,447.34,10.48,54.6,11.75,17.0,Supplier A,ISO 14001,2153.02,In Stock
MAT07692,Cork,Adhesives,393.04,85.73,86.8,4.4,6.7,Supplier C,ISO 14001,1328.0,Low Stock
MAT07693,Cork,Flooring,261.31,82.08,80.4,3.09,61.0,Supplier A,ISO 14001,2594.58,Low Stock
MAT07694,Recycled PET,Bags & Luggage,140.05,61.81,84.8,2.18,75.6,Supplier E,ISO 14001,221.61,Low Stock
MAT07695,Jute,Electronics,364.81,55.02,64.0,13.2,96.4,Supplier A,None,2568.02,In Stock
MAT07696,Recycled Metal,Flooring,64.57,96.46,27.9,3.95,67.7,Supplier A,ISO 14001,4040.44,Low Stock
MAT07697,Corn Plastic,Footwear,24.28,68.91,99.5,13.84,19.7,Supplier D,EcoCert,1521.39,In Stock
MAT07698,Recycled Paper,Toys,29.21,32.08,21.3,6.71,13.4,Supplier A,EcoCert,2124.8,Low Stock
MAT07699,Recycled Aluminum,Flooring,211.06,88.01,24.8,6.95,42.2,Supplier E,None,1782.01,Low Stock
MAT07700,Recycled Copper,Coatings,81.4,71.95,58.4,4.96,24.6,Supplier D,EcoCert,2555.57,Low Stock
MAT07701,Algae-based Material,Automotive,204.1,92.62,24.7,6.34,14.4,Supplier A,GOTS,3439.52,In Stock
MAT07702,Recycled PET,Coatings,318.22,56.03,73.8,13.74,4.2,Supplier A,ISO 14001,1060.74,In Stock
MAT07703,Recycled PET,Office Supplies,202.78,4.34,86.1,13.09,32.8,Supplier C,None,996.83,Low Stock
MAT07704,Cork Composite,Cosmetics,13.2,42.55,72.0,14.24,94.7,Supplier A,Cradle to Cradle,936.24,In Stock
MAT07705,Jute,Toys,418.66,85.55,31.9,10.59,5.8,Supplier A,EcoCert,2847.73,Low Stock
MAT07706,Certified Wood,Adhesives,237.7,66.59,40.0,2.08,1.0,Supplier A,EcoCert,2154.68,In Stock
MAT07707,Linen,Furniture,484.61,50.58,26.6,11.56,2.0,Supplier B,GOTS,3240.32,Pre-Order
MAT07708,Recycled PET,Toys,482.4,18.07,26.7,9.27,53.2,Supplier B,Cradle to Cradle,1398.55,In Stock
MAT07709,Flax Fiber,Automotive,483.68,19.82,48.0,5.69,54.5,Supplier B,GOTS,749.49,Pre-Order
MAT07710,Recycled Metal,Construction,267.14,82.57,88.6,7.89,44.8,Supplier B,None,3970.72,In Stock
MAT07711,Linen,Automotive,126.18,9.16,77.3,11.84,100.0,Supplier A,FSC,1516.41,Low Stock
MAT07712,Algae-based Material,Bags & Luggage,471.93,89.12,82.6,3.06,98.7,Supplier D,None,2214.44,Pre-Order
MAT07713,Recycled Paper,Flooring,272.56,39.8,86.3,5.57,83.9,Supplier B,EcoCert,2076.66,Pre-Order
MAT07714,Corn Plastic,Coatings,279.21,5.29,47.6,1.86,46.8,Supplier B,EcoCert,3589.75,In Stock
MAT07715,Bioplastic,Textiles,96.65,9.27,94.2,3.86,62.8,Supplier E,ISO 14001,2638.57,In Stock
MAT07716,Seaweed Polymer,Sports Equipment,265.98,8.37,74.8,12.17,42.7,Supplier A,None,3644.53,In Stock
MAT07717,Bio-based Polymer,Construction,435.87,75.87,48.4,14.75,78.3,Supplier D,FSC,3297.59,In Stock
MAT07718,Mushroom Composite,Toys,407.95,51.98,91.0,7.84,90.0,Supplier D,EcoCert,3696.82,Pre-Order
MAT07719,Biodegradable Plastic,Construction,91.8,97.9,65.0,3.64,66.1,Supplier E,ISO 14001,3085.94,In Stock
MAT07720,Cardboard,Household Items,99.0,82.71,44.4,1.64,75.0,Supplier E,GOTS,256.47,In Stock
MAT07721,Organic Cotton,Food Packaging,380.6,40.95,20.4,9.51,59.3,Supplier A,ISO 14001,819.21,In Stock
MAT07722,Wool,Footwear,416.7,73.17,58.9,10.22,66.9,Supplier A,None,3398.02,Low Stock
MAT07723,Recycled Aluminum,Household Items,107.8,2.3,25.0,3.85,77.2,Supplier E,ISO 14001,3806.38,Pre-Order
MAT07724,Recycled Glass,Home Decor,232.69,32.15,40.6,10.58,16.8,Supplier E,EcoCert,1424.28,Low Stock
MAT07725,Recycled Metal,Adhesives,406.05,37.14,48.0,5.79,14.7,Supplier A,EcoCert,439.07,Low Stock
MAT07726,Cellulose,Cosmetics,168.95,2.03,86.5,8.68,17.3,Supplier B,GOTS,3879.42,Low Stock
MAT07727,Linen,Automotive,302.41,16.8,77.6,4.77,22.4,Supplier C,None,1259.94,Pre-Order
MAT07728,Recycled Aluminum,Bags & Luggage,232.61,43.72,44.1,11.28,81.2,Supplier A,ISO 14001,3462.76,In Stock
MAT07729,Hemp Fiber,Electronics,308.28,65.54,95.3,9.13,37.9,Supplier E,FSC,1986.19,Pre-Order
MAT07730,Linen,Office Supplies,48.87,51.21,90.4,5.25,2.5,Supplier B,ISO 14001,331.17,Pre-Order
MAT07731,Cellulose,Footwear,498.21,22.68,42.6,0.65,15.2,Supplier A,ISO 14001,1096.43,Pre-Order
MAT07732,Cork,Food Packaging,373.62,79.86,39.5,6.14,24.2,Supplier E,Cradle to Cradle,2547.27,Pre-Order
MAT07733,Recycled Glass,Adhesives,209.91,42.25,52.4,3.41,99.3,Supplier A,GOTS,3095.07,Pre-Order
MAT07734,Hemp Fiber,Adhesives,498.08,81.41,34.6,13.49,8.2,Supplier B,None,223.27,Pre-Order
MAT07735,Linen,Food Packaging,456.41,42.53,24.4,11.5,41.3,Supplier C,None,3723.38,Pre-Order
MAT07736,Mycelium Leather,Household Items,364.95,89.29,84.9,11.42,26.0,Supplier A,None,714.63,In Stock
MAT07737,Biodegradable Plastic,Sports Equipment,227.08,61.92,71.0,14.29,20.9,Supplier B,FSC,3608.01,Low Stock
MAT07738,Cork Composite,Cosmetics,434.05,10.3,96.6,7.19,3.3,Supplier C,GOTS,244.85,Low Stock
MAT07739,Mycelium Leather,Office Supplies,122.14,58.11,66.4,2.54,30.9,Supplier C,None,4137.55,Low Stock
MAT07740,Recycled Copper,Coatings,430.73,49.04,23.7,9.88,65.8,Supplier B,GOTS,2691.69,Pre-Order
MAT07741,Recycled Paper,Bags & Luggage,475.24,95.79,28.8,4.03,51.1,Supplier D,GOTS,3018.71,In Stock
MAT07742,Cork Composite,Electronics,212.55,67.77,87.2,14.39,15.9,Supplier E,None,1499.81,In Stock
MAT07743,Wool,Electronics,477.43,92.02,76.6,14.49,48.4,Supplier C,EcoCert,2985.51,Pre-Order
MAT07744,Cork Composite,Textiles,389.48,81.54,69.1,11.44,70.9,Supplier B,ISO 14001,385.12,In Stock
MAT07745,Recycled Aluminum,Accessories,246.49,77.99,73.2,11.16,10.5,Supplier A,None,1021.73,In Stock
MAT07746,Corn Plastic,Construction,53.95,3.28,66.9,4.63,58.9,Supplier A,EcoCert,3661.13,In Stock
MAT07747,Cork,Household Items,65.89,19.27,67.7,6.82,89.9,Supplier E,GOTS,2426.09,In Stock
MAT07748,Jute,Cosmetics,37.96,50.43,57.5,6.24,58.9,Supplier A,FSC,2082.47,Low Stock
MAT07749,Flax Fiber,Flooring,314.78,84.89,58.0,2.02,48.1,Supplier B,Cradle to Cradle,3964.91,Pre-Order
MAT07750,Cellulose,Bags & Luggage,359.4,87.91,59.5,11.6,7.1,Supplier B,EcoCert,3296.76,Pre-Order
MAT07751,Recycled Glass,Cosmetics,210.57,66.48,64.1,6.65,23.4,Supplier C,GOTS,4144.19,In Stock
MAT07752,Wool,Bags & Luggage,213.4,38.5,58.8,6.86,66.0,Supplier C,ISO 14001,176.79,In Stock
MAT07753,Jute,Office Supplies,302.12,10.28,92.9,3.51,2.1,Supplier C,FSC,2709.12,Low Stock
MAT07754,Recycled Metal,Sports Equipment,481.08,97.98,81.5,6.47,94.4,Supplier E,Cradle to Cradle,3306.72,Low Stock
MAT07755,Mushroom Composite,Sports Equipment,311.56,57.47,20.8,14.8,55.8,Supplier A,Cradle to Cradle,2170.45,In Stock
MAT07756,Mycelium Leather,Textiles,384.1,50.11,89.2,9.82,27.1,Supplier E,Cradle to Cradle,332.0,In Stock
MAT07757,Cork,Insulation,125.11,10.4,39.1,13.2,7.3,Supplier D,ISO 14001,1586.13,In Stock
MAT07758,Algae-based Material,Accessories,16.02,69.04,57.8,4.93,91.8,Supplier C,GOTS,2173.77,Low Stock
MAT07759,Biodegradable Plastic,Coatings,151.93,23.88,32.2,2.23,19.7,Supplier B,FSC,341.96,Pre-Order
MAT07760,Cork Composite,Accessories,328.27,27.86,39.7,7.04,23.3,Supplier E,GOTS,956.16,Low Stock
MAT07761,Cardboard,Automotive,316.97,55.65,30.5,2.11,39.0,Supplier C,None,2753.94,Pre-Order
MAT07762,Cardboard,Accessories,413.34,91.5,45.8,14.12,98.2,Supplier D,Cradle to Cradle,1679.92,In Stock
MAT07763,Recycled PET,Sports Equipment,210.94,49.01,31.8,3.53,73.1,Supplier E,FSC,1778.69,Low Stock
MAT07764,Mushroom Composite,Bags & Luggage,155.06,46.12,28.6,5.26,48.9,Supplier A,ISO 14001,2250.96,Low Stock
MAT07765,Corn Plastic,Flooring,123.68,42.8,66.7,9.72,40.5,Supplier B,None,1895.72,In Stock
MAT07766,Sustainable Bamboo,Toys,420.05,61.1,70.5,12.38,9.1,Supplier C,EcoCert,328.68,In Stock
MAT07767,Cardboard,Insulation,483.37,88.84,78.9,3.88,53.4,Supplier D,EcoCert,2653.51,In Stock
